score,comment
1,我是京东钻石极别的客户，每年都买好几万元的商品，大到空调洗衣机，汽车用品，生活用品，而且都会给好评，这次看到京东自营店有一款700多的索尼耳机，而且标注退货无忧所以才买，结果收到货后才听5分钟头就发晕，低音嗡嗡响，没有高音和中音，不如几十元的普通耳机，我想要退货京东竟然说拆包就不能退，这是京东自营店说出的话竟然这么不负责，这不是坑顾客吗，希望京东妥善处理好这件事，不要让我们老顾客失望。
3,重低音太强普通歌都听不好了
5,非常好
5,很不错
5,非常好
5,很不错
5,用了四五天了来评价，刚开始看评价里的差评一度不敢买，经过实际使用，并不怎么轰头，我一般不开降噪和重低音，开了我也觉得还好，音质还是非常清晰的，流行音乐能捕捉到vocal的每个字，用20个小时绝对没问题，我复习周一天带十来个小时只去掉一半的电，最后关于漏音，这很正常，何况你平时带着会开最大音量吗，正常使用30厘米以外根本听不到，已经很好了，不必强求一点都不外露，入耳式耳机你凑近听还能听到漏音呢是吧
3,耳机掉漆严重
5,可以的，
5,挺好用的
5,音质很好
5,音质不错
2,说句实话～～～音质还没oppoR9的原装耳机清晰悦耳～不值这个价，本人觉得sony只能显示器做文章，总之结论音质没有预想的效果。看质量了，如果质量好，那就凑合听吧。
3,一般吧凑合听！
1,声音太小，最大声音在地铁公交也没法听，高音还会破音，听小刚的关不上的窗，会出现种像吉他弦打品的杂音，低音浑浊的要死，一键轰头轰的你声音都听不清，真不如500的Fiil，又不能退货，真**亏，还有这破玩意**至少有五百块是品牌价值吧？一样的塑料壳子，就中间的头梁有根铁片。总体来说，除了装逼，性价比不高。
1,首先，这个耳机头梁感觉根本没有用心设计，一点不符合人体工程学，带着的时候所有的重量基本上就压在头顶中间的一点，稍微拉长一点两边就会突出，感觉很丑。耳罩是椭圆的，导致带在后脑勺非常不稳，所以带几分钟就会感觉头晕。客服也不好，一个问题要查几分钟，可怕的是最后就给了我一个电话，让我自己打电话联系？！这是在逗我吗？很难受。
1,这耳机真的**!！比我买的60多的音质差远了什么索尼大法好**东西
2,低音很散乱，没有层次感，连个收纳包都不配，还得自己弄，所以只能给两星
2,耳机开关有划痕，音质大家别期望太高，无奈的是买了没几天就降价，不推介购买。
2,都说索尼大法好，耳机拆封后试听真的很平庸，真心对不起这价格
1,给大家打个醒，东西确实不怎么样，音质和质量材料就不多说了，烂，退不了，拆了包装就不能退了，坑！不拆你知道是怎么样耳机，不是搞笑嘛！还有这个包装也是醉了，还不如几十块钱耳机的包装盒子呢，纸片一样薄，真不敢相信是不是正品的索尼耳机，大家不推荐买，不值，血谏！
2,除了好看点，其他的跟我56块钱的耳机差不多！
1,来吧为了超过十个字然后说说耳机一拿过来听就听出来是个辣鸡而且开封不退我又没怎么样你耳机你耳机辣鸡还不让退*了恭喜听力一个月照样的辣鸡666
5,非常棒
2,笔记本电脑连不上
1,垃圾，傻#大的，沉的要死！跟图片上一样么！？千元耳机里最差的了吧！
1,只能说是个样子货，听流行，人声糊的一塌糊涂，一点层次感都没有。准备推掉了！
1,这音质做工不值这个价，建议不要买，我已经丢一边去了！
1,东西本身不错，这一分是LAJI东的，没有诚信，不能按时送货，承诺给的京豆又忽悠不兑现，毫无诚信
1,包装完好，但是打开包装后有地方出现掉漆。可能出厂就是这样。客服要联系售后。快过年放假了，时间也来不及换货了。本来是作为生日礼物的，但是这个瑕疵让人心情很不好。
5,还不错
5,好呀！
1,讲真，有噪音，滋滋的声音，噪音不算大，但不注意还好，一注意到就烦的一批，在脑子里挥之不去，烦死了就这样吧，客服看到给我个解释
1,此用户未填写评价内容
5,还行
5,还不错
1,就当一千块买个摆设吧，拆封了不能退货的，希望大家考虑好再买吧。效果很一般。
5,奈斯
1,你们的活动就是涨一个最高的优惠券价格，日常价竟然比活动价便宜，还是别做活动了吧
5,正品
1,掉价严重，平价699的耳机我愣是买了759，一场优秀的营销，论提价再减价是多么的划算，
1,效果不好要求退货，商家居然说试用了不可以退。我不试用我怎么知道音效好不好分明就是卖了不售后
1,耳机没什么毛病，就是J、D水太深，而且要有订单和领取优惠券才能申诉价保，起码观望半个月以上再考虑入手。
5,好评
1,为什么买完就降价，降了3百多，价保还申请不成功，*
1,链接总断开并且在播放过程中一直有卡顿
1,耳机还不错，无理由退货不让退有点不愉快
1,索尼大法东西是好，一星给京东。可以京东你给我个二手，明显别人用过了的，头箍上一道划痕，你何时能有点长进？？？
1,底噪太大，有滋滋声音，戴着不舒服
1,此用户未填写评价内容
3,一般般吧
5,完美
5,好
3,一般吧
5,很酷
5,好快
2,太脆弱。
5,满意
5,好评
5,挺好
2,后悔死了
5,爽
3,失望
5,差评，没有充电插头，只有线不早说，到手做工还真是一般，真是有售前没售后，大概只有物流让人满意
1,垃圾
1,从飞利浦到akg再到铁三角人妻，这款耳机确实是无意间手抖乱入的，失望在情理之中吧！不想与其他耳机相比。只想谈谈对这款耳机的一些小小看法。1，这款耳机确实在低音方面有点说服力，但恰恰是它的低音太高调了，听歌会盖过它的其他方面（比如定位，人声，高音，声场，层次）这一点是它的优点，但同时也是它致命的缺点。不说其他方面，就拿一首歌的人声来说，浑厚的低音会压的人声喘不过气来，甚至我有时候都会很专注的去辨别人声。这样就会让我听着很累很不舒服。2，听歌的时候会出现蓝牙断层，这是很不能忍的（这一点很明显是索尼没用心去优化，这也表明了索尼现在的处事态度，很失望）。3，看了评论用蓝牙会出现手机卡顿的现象，我也遇到了。我不得不说对现在的索尼真的很失望，这不是定位的问题，也不是钱多钱少的问题，是一个企业的态度问题。正因为索尼是大厂，那么多人相信你才为之疯狂，结果你啃着老本，忽悠别人和自己，拿出了这样的作品，这样的信仰和大法不要也罢。这也是我用*和京东有史以来最失手的一次电子产品购物。建议专业人士和老湿机不要像我一样手抖，不然你会扇自己的脸（新手可以忽略）。再见索尼大法！
3,使用了一段时间还行，对于我的木耳朵来说都用了，就是蓝牙连接手机时有卡顿现象，手机和耳机的蓝牙兼容不好，换个手机就没有卡顿了。还有一点就是刚买的就要降解，这点比较垃圾，一点都不保值！！严重差评！！
1,你们不看差评嘛？我&hellip;&hellip;一言难尽图片代表我的心心情不好，只给快递高分
1,618花了699买的，索尼大品牌但东西效果还真对不起自己的价格。我听了30首歌，对比100多的耳机（有酷狗M1，漫步者W800BT）。重低音是要强点，但重低音会覆盖人声，让一首歌听完非常不舒服。整体感觉不如M1好。第一次买700多的耳机感觉自己都郁闷了。打工仔挣钱辛苦，心里难受着，想哭?。（个人的感觉，不黑）
1,为什么我要给差评，这个东西弄那么嗨干什么，我开个电动车都摇着头开，都撞树上手指都弄伤了。我觉得不行，太嗨了。
1,一开始看挺多差评我还不信，买到手才知道是真的差京东的索尼真的是差到没边了先说耳机漏音非常棒感觉像买了个音响降噪更特意去试了出了飞机我没来得及之外别的地方降噪效果为负的带了出去不到一小时短了10次左右音打电话电流音明显没有耳机包便携袋是真的不便携都不如直接拎着最骚的是问京东的索尼是到手就不让退政策，直接推给索尼的总售后了也就是400电话打了1分钟各种请按几请按几就是也没个活人回来和我说客服没权限说白了就是买完就不管了反正也不给退退不了的东西客服都懒得搭理了。
1,就几天，一下子降了185快，而且还不给我价格保护，延保那边又说不关他们的事情，不给退货，最后一次上京东买东西了，被坑完这次我把京东app删除，不会再在京东买东西了，**也是正品，比这里还便宜，京东太坑了，差评，绝对差评，京东令我失望了，再见，不会再从你这里买东西了
1,戴起来很松驰，头一动就掉了，支撑杆伸缩性范围太小，京东无理由退换货只支持未拆封包装情形，也就是说不合适货品只能看看才能退货，要是拆开包装试一下就不管合适不合适了，不合适也必须留下，反正就是退不了货，差评差评！
1,很少差评，感觉和索尼650没啥区别，买回来就试听过一次了，拆封不可写这么小，**的旗舰店也不会说拆封不可退，反正觉得很不爽，这次购物，京东售后是真的渣。
1,差评，慎买，七天无理由退货是你放在手里啥也不干，只要拆包装就不算，无任何赠品，客服态度差的#，想爆粗口
1,用了一周蓝牙功能失效，搜索不到该耳机。试过重启，还是找不到。连NFC功能也是找到了却连接不上耳机，好心塞啊，差评。
1,旋转轴断了维修点却说要500块钱换一个700多的东西怎么换配件那么贵呢？太黑了我建议大家不要买京东客服服务太不行了。敷衍。差评
